iteration,games_started,avg_loss,avg_game_length,wins,draws,nodes_expanded,avg_illegal_prob,acpl
283,12372,3.085091,79.383896,11726,134,574944267,0.2153633305099796,203.18854
284,12480,3.0857174,80.02468,11832,136,578724009,0.2162954167384944,186.11731
285,12577,3.0939622,80.1886,11929,136,582549843,0.2298141755436841,182.2591
286,12683,3.0585904,80.292595,12035,136,586404827,0.2071007771298768,187.20802
287,12760,3.0884876,80.578415,12112,136,590245348,0.2318525576893365,215.41428
288,12878,3.0523925,80.9515,12229,137,594076255,0.2027638056505549,190.81587
289,12970,3.0494275,81.07843,12321,137,597891981,0.1961211905172013,200.1281
290,13065,3.0432532,81.14971,12416,137,601689060,0.2029522634605294,205.9683
291,13161,3.0409095,81.347244,12512,137,605513146,0.2029638885095825,193.17715
292,13262,3.0332754,81.395004,12613,137,609350350,0.1933519921953445,201.24577
293,13363,3.0215034,81.53149,12714,137,613160607,0.1876422786722727,208.30139
294,13463,3.0181837,81.37591,12814,137,616940846,0.1858407020878739,226.82877
295,13559,3.0213032,81.58728,12910,137,620719347,0.192310021677355,218.02902
296,13651,3.0098236,81.83446,13002,137,624530832,0.1921166038348116,215.3644
297,13756,2.9900122,81.88072,13107,137,628316175,0.1788675398074717,203.95709
298,13854,3.0119507,81.97007,13205,137,632120827,0.1907043113506352,187.52032
299,13964,2.9959419,82.13879,13314,138,635948878,0.1921428487075886,184.61479
300,14069,2.993712,81.97798,13419,138,639784581,0.188531860957672,183.55475
301,14163,2.977595,81.96103,13513,138,643576126,0.1676501834589226,197.1553
302,14264,2.9842975,81.81115,13614,138,647346362,0.1799635618975682,204.2371
303,14356,2.9913502,81.868744,13706,138,651148412,0.1880589435478677,200.89362
304,14459,2.996543,82.067566,13809,138,654930188,0.1998742065777014,192.87575
305,14550,2.9750037,82.005325,13900,138,658748654,0.1830603576462053,212.87852
306,14656,2.9742951,82.1483,14006,138,662549470,0.1838222608609015,197.7122
307,14747,2.9594967,82.258896,14097,138,666312676,0.1732657559223588,205.25569
308,14873,2.9438467,82.23407,14223,138,670079687,0.1615247366050949,186.41019
309,14973,2.9307961,82.11949,14323,138,673945717,0.1540519160353151,191.39142
310,15071,2.9418466,82.11467,14421,138,677729088,0.1706214033496965,198.21164
311,15165,2.9334865,82.00526,14515,138,681508035,0.1638931887650068,204.67361
